Genre	English	Pronunciation	Burmese
Basic Communication	into	the-gou , de-gou	ထဲကို
Basic Communication	in	the-hma, de-hma	ထဲမွာ
Basic Communication	to think	thin-de	ထင္တယ္
Basic Communication	butter	tho-bat	ေထာပတ္
Basic Communication	to draw (money from the bank) to take out	thout (te)	ထုတ္(တယ္)
Basic Communication	to know	ti-de	သိတယ္။
Basic Communication	exactly	ti-di	တိတိ
Basic Communication	should	tin-de	သင့္တယ္။
Basic Communication	one	tit, ta	တစ္၊တ
Basic Communication	forest, wood	to	ေတာ
Basic Communication	to be clever , bright	to-de	ေတာ္တယ္
Basic Communication	about to	to-me	ေတာ့မယ္
Basic Communication	softly	tou-dou	တိုးတိုး
Basic Communication	to use	toun-de	သံုးတယ္။
Basic Communication	hammer	tu	တူ
Basic Communication	verb affix (past tense)	twa dee (as in : mei- twa - dee )	--သြားတယ္။
Basic Communication	to be glad	twa-hnin-de	သြားနွင့္တယ္။
Basic Communication	to find , to see	twei-de	ေတြ႔တယ္
Basic Communication	meeting , to have met , having to meet	twei-ya-da	ေတြ႔ရတာ
Basic Communication	uncle	u-lei	ဦးေလး
Basic Communication	Europe	u-yo-pa-tait	ဥေရာပတိုက္
Basic Communication	to buy	we (de)	ဝယ္(တယ္)
Basic Communication	to be far	wei-de	ေဝးတယ္
Basic Communication	half	wet	#NAME?
Basic Communication	to enter, to get in	win-de	ဝင္တယ္
Basic Communication	to come in , to enter	win-la-de	ဝင္လာတယ္
Basic Communication	income	win-nwei	ဝင္ေငြ
Basic Communication	to be pleased , glad	win-t(d)a-de	ဝမ္းသာတယ္
Basic Communication	to put on (clothes)	wut (te)	ဝတ္(တယ္)
Basic Communication	storybook (novel )	wut-thu sa-ou	ဝတၳဳ စာအုပ္
Basic Communication	to get , to receive	ya (de)	ရ(တယ္)
Basic Communication	bullet	yan-daun	ယမ္း ေတာင့္
Basic Communication	enemy	yan-t(d)u	ရန္သူ
Basic Communication	part of the section of the town	yat-kwet	ရပ္ကြက္
Basic Communication	to sell	yaun (de)	ေရာင္း(တယ္)
Basic Communication	classifier for person	yaut	ေယာက္
Basic Communication	to arrive (come and arrive at the place )	yaut-la (de)	ေရာက္လာ(တယ္)
Basic Communication	to arrive	yaut(te)	ေရာက္(တယ္)
Basic Communication	police officer	ye-a-ya-si	ရဲအရာ႐ွိ
Basic Communication	soldier , comrade	ye-bo	ရဲေဘာ္
Basic Communication	policeman	ye-t(d)a	ရဲသား
Basic Communication	police station	ye-tha-na	ရဲဌာန
Basic Communication	to bathe	yei-chou (de)	ေရခ်ိဳး(တယ္)
Basic Communication	to swim	yei-ku (de)	ေရကူး(တယ္)
Basic Communication	naval base	yei-tat sa-khan	ေရတပ္စခန္း
Basic Communication	date	yet-nei	ရက္ေန႔
Basic Communication	if	yin	ရင္/လ်ွင္
Basic Communication	jam	you	ယို
Basic Communication	Thai	you-da-ya	ယိုးဒယား
Basic Communication	movie theater	yout-sin-youn	ရုပ္ရွင္ရုံ။
Basic Communication	to take	yu (de)	ယူ(တယ္)
Basic Communication	village	ywa	ရြာ
Basic Communication	things to --	za ya	စရာ
Basic Communication	hair	za-bin	ဆံပင္
Basic Communication	barber shop	za-bin-hnyat-shain	ဆံပင္ညွပ္ဆိုင္
Basic Communication	barber	za-bin-hnyat-t(d)a-ma	ဆံပင္ညွပ္သမား
Basic Communication	to get a hair cut , to cut hair	za-bin-hnyat-te	ဆံပင္ညွပ္တယ္
Basic Communication	table	za-bwe	စားပြဲ
Basic Communication	to talk , to speak	za-ga pyo (de)	စကားေျပာ(တယ္)
Basic Communication	speaking	za-ga-byo	စကားေျပာ
Basic Communication	by the way	za-ga-ma-sat	စကားမစပ္
Basic Communication	verb affix (precative)	zan	စမ္း
Basic Communication	to want (someone) / to do something	zei jin de	ေစခ်င္တယ္
Basic Communication	to shop	zei we (de)	ေစ်းဝယ္(တယ္)
Basic Communication	vendor	zei-t(d)e	ေစ်းသည္
Basic Communication	spoon	zun	ဇြန္း
